model	cov	P	t	vg.term1	vg.term2	vg.term3	vg.term4	vg.sum	theta	gen	var.prs.geno	var.prs.lanc	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	exp.vgamma
HI	pos	0.6	24	0.907424124113062	0.0925766941891492	0.000486242188001706	0.00506176567381282	1.00554882616403	0.5	100	1.00782213588377	0.0970159365988738	0.5	0.00118059162071741	0.00455104111891093	0.907423305023017	0.0925766949769827	0.00043718108145415	1.00498822220036	0.0975649171773478
HI	pos	0.6	25	0.907423218363735	0.092576694968164	0.000398385785649941	0.00414718332653346	1.00454548244408	0.5	100	1.00358976087017	0.0958751335803859	0.5	0.00094447329657393	0.00364083289512874	0.907423305023017	0.0925766949769827	0.00034974486516332	1.00399057776029	0.0965672727372748
HI	pos	0.6	26	0.907423553102972	0.0925766949047132	0.000327022879807893	0.00340429775204368	1.00373156863954	0.5	100	0.999979428565688	0.0952311069304297	0.5	0.000755578637259144	0.00291266631610299	0.907423305023017	0.0925766949769827	0.000279795892130656	1.00319246220823	0.0957691571852163
HI	pos	0.6	27	0.907423697653497	0.0925766947959574	0.000270797267656389	0.00281899092223688	1.00309018063935	0.5	100	1.00136289784664	0.0945074355284195	0.5	0.000604462909807315	0.00233013305288239	0.907423305023017	0.0925766949769827	0.000223836713704525	1.00255396976659	0.0951306647435696
HI	pos	0.6	28	0.907423507553575	0.0925766949288153	0.000226636021086656	0.00235927375347761	1.00258611225695	0.5	100	0.997892055990469	0.0941579007075348	0.5	0.000483570327845852	0.00186410644230592	0.907423305023017	0.0925766949769827	0.00017906937096362	1.00204317581327	0.0946198707902522
HI	pos	0.6	29	0.907424310217423	0.092576693790473	0.000190031589328389	0.00197822278596516	1.00216925838319	0.5	100	1.00311390503551	0.093659100725123	0.5	0.000386856262276682	0.00149128515384473	0.907423305023017	0.0925766949769827	0.000143255496770896	1.00163454065062	0.0942112356275983
HI	pos	0.6	30	0.907423038385901	0.0925766948934969	0.000161511671506902	0.00168133135076897	1.00184257630167	0.5	100	0.997239413352019	0.0932523304599986	0.5	0.000309485009821346	0.00119302812307579	0.907423305023017	0.0925766949769827	0.000114604397416717	1.00130763252049	0.0938843274974752
HI	pos	0.6	31	0.907423089795454	0.0925766949225866	0.00013883501328689	0.00144526806171837	1.00158388779305	0.5	100	0.99644359948329	0.0929534189503144	0.5	0.000247588007857076	0.000954422498460629	0.907423305023017	0.0925766949769827	9.16835179333734e-05	1.00104610601639	0.0936228009933767
HI	pos	0.6	32	0.907423667908764	0.0925766948223465	0.000120326366470397	0.00125259363848605	1.00137328273607	0.5	100	1.0051630573395	0.092660715597403	0.5	0.000198070406285661	0.000763537998768503	0.907423305023017	0.0925766949769827	7.33468143466987e-05	1.00083688481311	0.0934135797900979
HI	pos	0.6	33	0.907423628574684	0.0925766948540525	0.000105407347026816	0.00109728712175452	1.00120301789752	0.5	100	1.00397567060557	0.092640145973063	0.5	0.000158456325028529	0.000610830399014803	0.907423305023017	0.0925766949769827	5.8677451477359e-05	1.00066950785049	0.0932462028274749
HI	pos	0.6	34	0.907423564290544	0.0925766948980481	9.34312815270791e-05	0.000972616661745629	1.00106630713186	0.5	100	1.00273637718015	0.0924211940133756	0.5	0.000126765060022823	0.000488664319211842	0.907423305023017	0.0925766949769827	4.69419611818873e-05	1.00053560628039	0.0931123012573764
HI	pos	0.6	35	0.907424070838912	0.0925766942882988	8.39579861209761e-05	0.000873999958613461	1.00095872307195	0.5	100	1.00332232240129	0.0923701368910547	0.5	0.000101412048018259	0.000390931455369474	0.907423305023017	0.0925766949769827	3.75535689455097e-05	1.00042848502431	0.0930051800012977
HI	pos	0.6	36	0.90742343794202	0.0925766949562361	7.62785998025117e-05	0.000794057791886837	1.00087046928995	0.5	100	1.00651489197637	0.092358760607413	0.5	8.11296384146068e-05	0.000312745164295579	0.907423305023017	0.0925766949769827	3.00428551564078e-05	1.00034278801945	0.0929194829964347
HI	pos	0.6	37	0.907423732459275	0.0925766947624399	7.05532198559489e-05	0.000734456769190414	1.00080543721076	0.5	100	1.0032071621108	0.0922748140232378	0.5	6.49037107316855e-05	0.000250196131436463	0.907423305023017	0.0925766949769827	2.40342841251262e-05	1.00027423041556	0.0928509253925443
HI	pos	0.6	38	0.907423725888796	0.092576694768985	6.56364363691574e-05	0.000683273209859022	1.00074933030401	0.5	100	1.01028076267931	0.0922714262157971	0.5	5.19229685853484e-05	0.000200156905149171	0.907423305023017	0.0925766949769827	1.9227427300101e-05	1.00021938433245	0.092796079309432
HI	pos	0.6	39	0.90742407376899	0.0925766942830188	6.16727894766024e-05	0.000642011772083945	1.00070445261357	0.5	100	1.00810159858325	0.092218793130795	0.5	4.15383748682787e-05	0.000160125524119336	0.907423305023017	0.0925766949769827	1.53819418400808e-05	1.00017550746596	0.0927522024429421
HI	pos	0.6	40	0.907423971837785	0.0925766944548492	5.85608201659583e-05	0.00060961627078178	1.00066884338358	0.5	100	1.00650279741989	0.0921269466904051	0.5	3.3230699894623e-05	0.000128100419295469	0.907423305023017	0.0925766949769827	1.23055534720647e-05	1.00014040597277	0.0927171009497502
HI	pos	0.6	41	0.907423743558056	0.0925766947511536	5.61367335494924e-05	0.000584381606393643	1.00064095664915	0.5	100	1.01089711114269	0.0922174471572385	0.5	2.65845599156984e-05	0.000102480335436375	0.907423305023017	0.0925766949769827	9.84444277765171e-06	1.00011232477821	0.0926890197551967
HI	pos	0.6	42	0.907423336277185	0.0925766949758356	5.41122662265112e-05	0.000563306966109271	1.00061745048536	0.5	100	1.00554303233711	0.0921130936625034	0.5	2.12676479325587e-05	8.19842683491003e-05	0.907423305023017	0.0925766949769827	7.87555422212137e-06	1.00008985982257	0.0926665547995539
HI	pos	0.6	43	0.907422737830909	0.0925766945992091	5.26423087413685e-05	0.000548004755556876	1.00060007949442	0.5	100	1.00781338258994	0.0921105077259193	0.5	1.7014118346047e-05	6.55874146792802e-05	0.907423305023017	0.0925766949769827	6.30044337769709e-06	1.00007188785806	0.0926485828350397
HI	pos	0.6	44	0.907424102892192	0.0925766942294425	5.11679495698161e-05	0.000532656723589298	1.00058462179479	0.5	100	1.01091249344815	0.0920926628800828	0.5	1.36112946768376e-05	5.24699317434242e-05	0.907423305023017	0.0925766949769827	5.04035470215768e-06	1.00005751028645	0.0926342052634283
HI	pos	0.6	45	0.907423596787775	0.0925766948770202	5.03465467642888e-05	0.000524105946573263	1.00057474415813	0.5	100	1.00769214054705	0.0921087439453104	0.5	1.08890357414701e-05	4.19759453947394e-05	0.907423305023017	0.0925766949769827	4.03228376172614e-06	1.00004600822916	0.0926227032061391
HI	pos	0.6	46	0.907423379340455	0.092576694970497	4.94441223101439e-05	0.000514711736778403	1.00056423017004	0.5	100	1.00331352343159	0.0921820370951673	0.5	8.71122859317605e-06	3.35807563157915e-05	0.907423305023017	0.0925766949769827	3.22582700938091e-06	1.00003680658332	0.0926135015603079
HI	pos	0.6	47	0.907424344490459	0.0925766937081834	4.8806307372935e-05	0.00050807210361807	1.00055791660963	0.5	100	1.00442168118833	0.0921203396469048	0.5	6.96898287454084e-06	2.68646050526332e-05	0.907423305023017	0.0925766949769827	2.58066160750473e-06	1.00002944526666	0.0926061402436428
HI	pos	0.6	48	0.907423475589085	0.0925766949428196	4.82135936315736e-05	0.000501901972468508	1.000550286098	0.5	100	1.00359689982342	0.0920870366364509	0.5	5.57518629963267e-06	2.14916840421066e-05	0.907423305023017	0.0925766949769827	2.06452928600378e-06	1.00002355621333	0.0926002511903108
HI	pos	0.6	49	0.907423377831021	0.0925766949707578	4.7813861220077e-05	0.000497740770809846	1.00054562743381	0.5	100	1.00805637744426	0.0921271682492164	0.5	4.46014903970614e-06	1.71933472336852e-05	0.907423305023017	0.0925766949769827	1.65162342880303e-06	1.00001884497066	0.0925955399476452
HI	pos	0.6	50	0.907424004423806	0.0925766944025708	4.75004871335565e-05	0.000494478556560749	1.00054267787007	0.5	100	1.00458299216309	0.0921129421035587	0.5	3.56811923176491e-06	1.37546777869482e-05	0.907423305023017	0.0925766949769827	1.32129874304242e-06	1.00001507597653	0.0925917709535127
HI	pos	0.6	51	0.907423269595708	0.0925766949755088	4.72446367317547e-05	0.000491815162035493	1.00053902436998	0.5	100	1.00429501577828	0.0920369244254264	0.5	2.85449538541193e-06	1.10037422295586e-05	0.907423305023017	0.0925766949769827	1.05703899443394e-06	1.00001206078122	0.0925887557582067
HI	pos	0.6	52	0.907423149373711	0.0925766949485338	4.70228196988227e-05	0.000489506053795058	1.00053637319574	0.5	100	1.00779350227205	0.0920756382237408	0.5	2.28359630832954e-06	8.80299378364685e-06	0.907423305023017	0.0925766949769827	8.4563119554715e-07	1.00000964862498	0.0925863436019619
HI	pos	0.6	53	0.907423110128421	0.092576694932379	4.68834223811785e-05	0.000488054932162909	1.00053474341534	0.5	100	1.00525584666822	0.0920519219726586	0.5	1.82687704666363e-06	7.04239502691748e-06	0.907423305023017	0.0925766949769827	6.76504956437721e-07	1.00000771889998	0.092584413876966
HI	pos	0.6	54	0.907423438918712	0.0925766949559301	4.67482520556497e-05	0.000486647813383907	1.00053352994008	0.5	100	1.00037248544929	0.0920639160988431	0.5	1.46150163733091e-06	5.63391602153398e-06	0.907423305023017	0.0925766949769827	5.41203965150176e-07	1.00000617511999	0.0925828700969694
HI	pos	0.6	55	0.907423495566891	0.0925766949343482	4.66260002407929e-05	0.00048537517588911	1.00053219167737	0.5	100	1.00509017002846	0.0920506220710728	0.5	1.16920130986473e-06	4.50713281722719e-06	0.907423305023017	0.0925766949769827	4.32963172120141e-07	1.00000494009599	0.092581635072972
HI	pos	0.6	56	0.907423266399259	0.0925766949752309	4.65250917089148e-05	0.000484324721289613	1.00053081118749	0.5	100	1.00469949618921	0.0920878886423706	0.5	9.35361047891781e-07	3.60570625378175e-06	0.907423305023017	0.0925766949769827	3.46370537696113e-07	1.00000395207679	0.0925806470537742
HI	pos	0.6	57	0.907423730417099	0.0925766947644851	4.64622077632999e-05	0.000483670101420746	1.00053055749077	0.5	100	1.00418997188209	0.0920625954802884	0.5	7.48288838313425e-07	2.8845650030254e-06	0.907423305023017	0.0925766949769827	2.7709643015689e-07	1.00000316166143	0.0925798566384159
HI	pos	0.6	58	0.90742289889642	0.0925766947832985	4.64121726347576e-05	0.000483149237327935	1.00052915508968	0.5	100	1.00903346667033	0.0920820339362097	0.5	5.9863107065074e-07	2.30765200242032e-06	0.907423305023017	0.0925766949769827	2.21677144125512e-07	1.00000252932915	0.0925792243061292
HI	pos	0.6	59	0.907423503913174	0.0925766949305314	4.63529794657073e-05	0.000482533038325429	1.0005290848615	0.5	100	1.00246973065755	0.0920785868494595	0.5	4.78904856520592e-07	1.84612160193626e-06	0.907423305023017	0.0925766949769827	1.7734171530041e-07	1.00000202346332	0.0925787184402999
HI	pos	0.6	60	0.90742326675442	0.0925766949752629	4.63264164637425e-05	0.000482256518321907	1.00052854466447	0.5	100	1.00365919474351	0.0920566874826885	0.5	3.83123885216473e-07	1.476897281549e-06	0.907423305023017	0.0925766949769827	1.41873372240328e-07	1.00000161877065	0.0925783137476365
HI	pos	0.6	61	0.907423204157295	0.0925766949650357	4.62943530867353e-05	0.000481922739589567	1.00052811621501	0.5	100	1.00552162339917	0.0920765351720321	0.5	3.06499108173179e-07	1.1815178252392e-06	0.907423305023017	0.0925766949769827	1.13498697792262e-07	1.00000129501652	0.0925779899935057
HI	pos	0.6	62	0.90742391634388	0.0925766945381392	4.62629969287442e-05	0.000481596322984634	1.00052847020193	0.5	100	1.00866687592675	0.0920665306670843	0.5	2.45199286538543e-07	9.45214260191363e-07	0.907423305023017	0.0925766949769827	9.07989582338099e-08	1.00000103601322	0.0925777309902011
HI	pos	0.6	63	0.907423097964157	0.0925766949266374	4.62384922342946e-05	0.000481341229896719	1.00052737261293	0.5	100	1.00112191567225	0.092073358062815	0.5	1.96159429230834e-07	7.5617140815309e-07	0.907423305023017	0.0925766949769827	7.26391665870479e-08	1.00000082881057	0.0925775237875574
HI	pos	0.6	64	0.907423821515894	0.0925766946637263	4.62396726057636e-05	0.000481353517526077	1.00052810936975	0.5	100	1.0052922548095	0.0920569447179961	0.5	1.56927543384668e-07	6.04937126522472e-07	0.907423305023017	0.0925766949769827	5.81113332696384e-08	1.00000066304846	0.0925773580254425
HI	pos	0.6	65	0.907423150794355	0.0925766949490507	4.62176467263518e-05	0.00048112422882367	1.00052718761896	0.5	100	1.00572734904071	0.0920683453840854	0.5	1.25542034707734e-07	4.83949701217978e-07	0.907423305023017	0.0925766949769827	4.64890666157107e-08	1.00000053043877	0.0925772254157505
HI	pos	0.6	66	0.90742326666563	0.0925766949752549	4.62034280123587e-05	0.000480976212464349	1.00052714128136	0.5	100	1.00825858302104	0.092076957437854	0.5	1.00433627766187e-07	3.87159760974382e-07	0.907423305023017	0.0925766949769827	3.71912532925685e-08	1.00000042435101	0.092577119327997
HI	pos	0.6	67	0.907424203225173	0.0925766940296133	4.62042394845331e-05	0.000480984659863812	1.00052808615413	0.5	100	1.0029756455207	0.0920754385156727	0.5	8.03469022129498e-08	3.09727808779506e-07	0.907423305023017	0.0925766949769827	2.97530026340548e-08	1.00000033948081	0.0925770344577941
HI	pos	0.6	68	0.907422449351391	0.0925766941172065	4.61915097069869e-05	0.000480852143285431	1.00052618712159	0.5	100	1.0038792651649	0.0920623884566943	0.5	6.42775217703599e-08	2.47782247023605e-07	0.907423305023017	0.0925766949769827	2.38024021072439e-08	1.00000027158465	0.0925769665616318
HI	pos	0.6	69	0.907422988485781	0.0925766948593248	4.61914963993613e-05	0.000480852004753473	1.00052672684626	0.5	100	1.00181969343141	0.092071473917075	0.5	5.14220174162879e-08	1.98225797618884e-07	0.907423305023017	0.0925766949769827	1.90419216857951e-08	1.00000021726772	0.092576912244702
HI	pos	0.6	70	0.907423904712357	0.09257669455468	4.61881783499352e-05	0.000480817463964739	1.00052760490935	0.5	100	1.00283014457958	0.0920686106039484	0.5	4.11376139330303e-08	1.58580638095107e-07	0.907423305023017	0.0925766949769827	1.52335373486361e-08	1.00000017381418	0.0925768687911581
HI	pos	0.6	71	0.907422243446804	0.0925766936536364	4.61787120158498e-05	0.000480718919728733	1.00052583473219	0.5	100	1.00240569322962	0.0920735888643572	0.5	3.29100911464243e-08	1.26864510476086e-07	0.907423305023017	0.0925766949769827	1.21868298789089e-08	1.00000013905134	0.092576834028323
HI	pos	0.6	72	0.90742309521166	0.09257669492529	4.61860262234166e-05	0.000480795060396298	1.00052677122357	0.5	100	1.00966092745059	0.0920747111925177	0.5	2.63280729171394e-08	1.01491608380869e-07	0.907423305023017	0.0925766949769827	9.74946390312708e-09	1.00000011124107	0.092576806218055
HI	pos	0.6	73	0.907423119096237	0.0925766949363893	4.61787709054001e-05	0.000480719532767075	1.0005267123363	0.5	100	0.999867584247876	0.0920864003316603	0.5	2.10624583337115e-08	8.11932867046948e-08	0.907423305023017	0.0925766949769827	7.79957112250168e-09	1.00000008899286	0.0925767839698405
HI	pos	0.6	74	0.907423258052976	0.092576694974392	4.61729755925835e-05	0.000480659203745431	1.00052678520671	0.5	100	1.00323770826612	0.0920880040655955	0.5	1.68499666669692e-08	6.49546293637559e-08	0.907423305023017	0.0925766949769827	6.23965689800134e-09	1.00000007119429	0.092576766171269
HI	pos	0.6	75	0.907423021693334	0.0925766948827166	4.61757019790742e-05	0.000480687585341871	1.00052657986337	0.5	100	1.0041621070071	0.0920789365880842	0.5	1.34799733335754e-08	5.19637034910047e-08	0.907423305023017	0.0925766949769827	4.99172551840107e-09	1.00000005695543	0.0925767519324117
HI	pos	0.6	76	0.90742244207059	0.0925766941025128	4.61679673366028e-05	0.000480607067960355	1.0005259112084	0.5	100	1.00341454261548	0.0920776788473458	0.5	1.07839786668603e-08	4.15709627928038e-08	0.907423305023017	0.0925766949769827	3.99338041472085e-09	1.00000004556434	0.0925767405413259
HI	pos	0.6	77	0.907423291882061	0.0925766949767799	4.61742731414172e-05	0.000480672711187419	1.00052683384317	0.5	100	1.00219279688809	0.092094159782756	0.5	8.62718293348824e-09	3.3256770234243e-08	0.907423305023017	0.0925766949769827	3.19470433177668e-09	1.00000003645147	0.0925767314284573
HI	pos	0.6	78	0.907422897209405	0.0925766947816861	4.61709794727334e-05	0.000480638424201435	1.00052640139477	0.5	100	1.00183774020614	0.0920873582417841	0.5	6.90174634679059e-09	2.66054161873944e-08	0.907423305023017	0.0925766949769827	2.55576346542135e-09	1.00000002916118	0.0925767241381623
HI	pos	0.6	79	0.907422811526815	0.0925766946910006	4.61677031904044e-05	0.000480604318206851	1.00052627823921	0.5	100	1.00437780431629	0.0920872443252441	0.5	5.52139707743248e-09	2.12843329499155e-08	0.907423305023017	0.0925766949769827	2.04461077233708e-09	1.00000002332894	0.0925767183059264
HI	pos	0.6	80	0.907423071060712	0.0925766949127046	4.61722417910331e-05	0.000480651564894688	1.0005265897801	0.5	100	1.00107468987289	0.0920768954566484	0.5	4.41711766194598e-09	1.70274663599324e-08	0.907423305023017	0.0925766949769827	1.63568861786966e-09	1.00000001866315	0.0925767136401377
HI	pos	0.6	81	0.907422729307045	0.0925766945877693	4.61677943711029e-05	0.000480605267395015	1.00052619695658	0.5	100	1.00331420351207	0.0920760851020107	0.5	3.53369412955678e-09	1.36219730879459e-08	0.907423305023017	0.0925766949769827	1.30855089429573e-09	1.00000001493052	0.0925767099075067
HI	pos	0.6	82	0.907422973569019	0.0925766948479743	4.61672704462683e-05	0.000480599813354192	1.00052643550079	0.5	100	1.00228132074889	0.0920990063750966	0.5	2.82695530364543e-09	1.08975784703568e-08	0.907423305023017	0.0925766949769827	1.04684071543658e-09	1.00000001194442	0.0925767069214019
HI	pos	0.6	83	0.907423679362706	0.0925766948124307	4.616725249207e-05	0.00048059962645156	1.00052714105408	0.5	100	1.00316729406872	0.092087305202458	0.5	2.26156424291634e-09	8.7180627762854e-09	0.907423305023017	0.0925766949769827	8.37472572349267e-10	1.00000000955553	0.092576704532518
HI	pos	0.6	84	0.907422918874226	0.0925766948018849	4.61677372364077e-05	0.00048060467262466	1.00052638608597	0.5	100	1.00386149709107	0.0920963495320173	0.5	1.80925139433307e-09	6.97445022102832e-09	0.907423305023017	0.0925766949769827	6.69978057879414e-10	1.00000000764443	0.092576702621411
HI	pos	0.6	85	0.907423764068603	0.0925766947295353	4.61691674208654e-05	0.000480619560799264	1.00052724752636	0.5	100	1.0008041820281	0.0920872994015833	0.5	1.44740111546646e-09	5.57956017682266e-09	0.907423305023017	0.0925766949769827	5.35982446303531e-10	1.00000000611554	0.0925767010925253
HI	pos	0.6	86	0.90742292375769	0.0925766948062857	4.6168590574006e-05	0.000480613555841851	1.00052640071039	0.5	100	1.00225035463208	0.0920819163262444	0.5	1.15792089237317e-09	4.46364814145813e-09	0.907423305023017	0.0925766949769827	4.28785957042826e-10	1.00000000489243	0.0925766998694168
